time	V(N001,N002)	V(n004)
1.704230666332082e-003	-1.541898e-001	2.785280e+000
1.713996291332082e-003	-1.435494e-001	2.835294e+000
1.723761916332082e-003	-1.322541e-001	2.884943e+000
1.733527541332082e-003	-1.204735e-001	2.933902e+000
1.743293166332082e-003	-1.083850e-001	2.981630e+000
1.753058791332082e-003	-9.617031e-002	3.027168e+000
1.762824416332082e-003	-8.401322e-002	3.068889e+000
1.772590041332082e-003	-7.209671e-002	3.104149e+000
1.782355666332082e-003	-6.059974e-002	3.128909e+000
1.792121291332082e-003	-4.969537e-002	3.137486e+000
1.801886916332082e-003	-3.954756e-002	3.122768e+000
1.811652541332082e-003	-3.030908e-002	3.077262e+000
1.821418166332082e-003	-2.211875e-002	2.995099e+000
1.831183791332082e-003	-1.509982e-002	2.874485e+000
1.840949416332082e-003	-9.357825e-003	2.719442e+000
1.850715041332082e-003	-4.979149e-003	2.539809e+000
1.860480666332082e-003	-2.029670e-003	2.349312e+000
1.870246291332082e-003	-5.537271e-004	2.162384e+000
1.880011916332082e-003	-5.735299e-004	1.991275e+000
1.889777541332082e-003	-2.088778e-003	1.844516e+000
1.899543166332082e-003	-5.076677e-003	1.726646e+000
1.909308791332082e-003	-9.492293e-003	1.638793e+000
1.919074416332082e-003	-1.526922e-002	1.579613e+000
1.928840041332082e-003	-2.232051e-002	1.546184e+000
1.938605666332082e-003	-3.054020e-002	1.534708e+000
1.948371291332082e-003	-3.980458e-002	1.541056e+000
1.958136916332082e-003	-4.997432e-002	1.561189e+000
1.967902541332082e-003	-6.089652e-002	1.591476e+000
1.977668166332082e-003	-7.240689e-002	1.628896e+000
1.987433791332082e-003	-8.433211e-002	1.671107e+000
1.997199416332082e-003	-9.649301e-002	1.716404e+000
2.006965041332082e-003	-1.087067e-001	1.763619e+000
2.016730666332082e-003	-1.207894e-001	1.811989e+000
2.026496291332082e-003	-1.325595e-001	1.861046e+000
2.036261916332082e-003	-1.438398e-001	1.910516e+000
2.046027541332082e-003	-1.544604e-001	1.960220e+000
2.055793166332082e-003	-1.642623e-001	2.010037e+000
2.065558791332082e-003	-1.730971e-001	2.059911e+000
2.075324416332082e-003	-1.808326e-001	2.109820e+000
2.085090041332081e-003	-1.873524e-001	2.159757e+000
2.094855666332082e-003	-1.925585e-001	2.209722e+000
2.104621291332081e-003	-1.963723e-001	2.259714e+000
2.114386916332082e-003	-1.988027e-001	2.309737e+000
2.122419380252438e-003	-1.996555e-001	2.350909e+000
2.131540547277919e-003	-1.993098e-001	2.397695e+000
2.141306172277918e-003	-1.975369e-001	2.447825e+000
2.151071797277919e-003	-1.943221e-001	2.497997e+000
2.160837422277918e-003	-1.896882e-001	2.548208e+000
2.170603047277919e-003	-1.837056e-001	2.598453e+000
2.180368672277919e-003	-1.764643e-001	2.648721e+000
2.190134297277919e-003	-1.680722e-001	2.698988e+000
2.199899922277919e-003	-1.586566e-001	2.749216e+000
2.209665547277919e-003	-1.483588e-001	2.799337e+000
2.219431172277919e-003	-1.373334e-001	2.849209e+000
2.229196797277919e-003	-1.257465e-001	2.898563e+000
2.238962422277919e-003	-1.137723e-001	2.946955e+000
2.248728047277919e-003	-1.015910e-001	2.993649e+000
2.258493672277919e-003	-8.938575e-002	3.037369e+000
2.268259297277919e-003	-7.734001e-002	3.075981e+000
2.278024922277919e-003	-6.563520e-002	3.106128e+000
2.287790547277919e-003	-5.444723e-002	3.122894e+000
2.297556172277919e-003	-4.394442e-002	3.119763e+000
2.307321797277919e-003	-3.428459e-002	3.089254e+000
2.317087422277919e-003	-2.561325e-002	3.024504e+000
2.326853047277919e-003	-1.806074e-002	2.921623e+000
2.336618672277919e-003	-1.174064e-002	2.781915e+000
2.346384297277919e-003	-6.748013e-003	2.612744e+000
2.356149922277919e-003	-3.157962e-003	2.426367e+000
2.365915547277919e-003	-9.539770e-004	2.236419e+000
2.373843535216166e-003	-2.677967e-004	2.089103e+000
2.382070137893478e-003	-7.097833e-004	1.951373e+000
2.391835762893479e-003	-2.597205e-003	1.812064e+000
2.401601387893478e-003	-5.890489e-003	1.701061e+000
2.411367012893479e-003	-1.059926e-002	1.619838e+000
2.421132637893478e-003	-1.665266e-002	1.566670e+000
2.430898262893479e-003	-2.395964e-002	1.538417e+000
2.440663887893478e-003	-3.241032e-002	1.531192e+000
2.450429512893479e-003	-4.187763e-002	1.540871e+000
2.460195137893478e-003	-5.221915e-002	1.563492e+000
2.469960762893479e-003	-6.327921e-002	1.595552e+000
2.479726387893478e-003	-7.489169e-002	1.634180e+000
2.489492012893479e-003	-8.688176e-002	1.677178e+000
2.499257637893478e-003	-9.906900e-002	1.722971e+000
2.509023262893479e-003	-1.112703e-001	1.770489e+000
2.518788887893479e-003	-1.233020e-001	1.819039e+000
2.528554512893478e-003	-1.349835e-001	1.868199e+000
2.538320137893479e-003	-1.461384e-001	1.917725e+000
2.548085762893478e-003	-1.565998e-001	1.967458e+000
2.557851387893479e-003	-1.662092e-001	2.017292e+000
2.567617012893478e-003	-1.748230e-001	2.067176e+000
2.577382637893479e-003	-1.823115e-001	2.117093e+000
2.587148262893478e-003	-1.885619e-001	2.167038e+000
2.596913887893479e-003	-1.934803e-001	2.217010e+000
2.606679512893478e-003	-1.969926e-001	2.267011e+000
2.616445137893479e-003	-1.991036e-001	2.317043e+000
2.624705853304910e-003	-1.997459e-001	2.359392e+000
2.632390670703323e-003	-1.992717e-001	2.398817e+000
2.642156295703323e-003	-1.973147e-001	2.448954e+000
2.651921920703323e-003	-1.939743e-001	2.499131e+000
2.661687545703323e-003	-1.892202e-001	2.549347e+000
2.671453170703323e-003	-1.831241e-001	2.599597e+000
2.681218795703323e-003	-1.757777e-001	2.649867e+000
2.690984420703322e-003	-1.672914e-001	2.700135e+000
2.700750045703323e-003	-1.577930e-001	2.750360e+000
2.710515670703323e-003	-1.474257e-001	2.800468e+000
2.720281295703323e-003	-1.363447e-001	2.850314e+000
2.730046920703323e-003	-1.247170e-001	2.899613e+000
2.739812545703323e-003	-1.127175e-001	2.947900e+000
2.749578170703323e-003	-1.005268e-001	2.994404e+000
2.759343795703323e-003	-8.832812e-002	3.037790e+000
2.769109420703323e-003	-7.630503e-002	3.075838e+000
2.778875045703323e-003	-6.463832e-002	3.105071e+000
2.788640670703323e-003	-5.350339e-002	3.120435e+000
2.798406295703323e-003	-4.306775e-002	3.115300e+000
2.808171920703323e-003	-3.348851e-002	3.082170e+000
2.817937545703323e-003	-2.490959e-002	3.014346e+000
2.827703170703323e-003	-1.746011e-002	2.908313e+000
2.837468795703323e-003	-1.125205e-002	2.765887e+000
2.847234420703323e-003	-6.378829e-003	2.594919e+000
2.857000045703323e-003	-2.913743e-003	2.407961e+000
2.866765670703323e-003	-8.588405e-004	2.218848e+000
2.875227752792832e-003	-2.555219e-004	2.063150e+000
2.882870853897629e-003	-7.813768e-004	1.937176e+000
2.892636478897630e-003	-2.812628e-003	1.800715e+000
2.902402103897629e-003	-6.224118e-003	1.692287e+000
2.912167728897630e-003	-1.104607e-002	1.613542e+000
2.921933353897629e-003	-1.720595e-002	1.562614e+000
2.931698978897630e-003	-2.461112e-002	1.536283e+000
2.941464603897629e-003	-3.315017e-002	1.530632e+000
2.951230228897630e-003	-4.269469e-002	1.541537e+000
2.960995853897629e-003	-5.310112e-002	1.565070e+000
2.970761478897630e-003	-6.421298e-002	1.597776e+000
2.980527103897629e-003	-7.586300e-002	1.636841e+000
2.990292728897630e-003	-8.787596e-002	1.680124e+000
3.000058353897629e-003	-1.000714e-001	1.726095e+000
3.009823978897630e-003	-1.122658e-001	1.773721e+000
3.019589603897629e-003	-1.242756e-001	1.822334e+000
3.029355228897630e-003	-1.359200e-001	1.871531e+000
3.039120853897629e-003	-1.470246e-001	1.921076e+000
3.048886478897630e-003	-1.574216e-001	1.970820e+000
3.058652103897630e-003	-1.669550e-001	2.020659e+000
3.068417728897630e-003	-1.754813e-001	2.070546e+000
3.078183353897630e-003	-1.828723e-001	2.120467e+000
3.087948978897629e-003	-1.890163e-001	2.170414e+000
3.097714603897630e-003	-1.938221e-001	2.220389e+000
3.107480228897629e-003	-1.972163e-001	2.270393e+000
3.117245853897630e-003	-1.991870e-001	2.320428e+000
3.126009568783038e-003	-1.997080e-001	2.365361e+000
3.134143882541646e-003	-1.990268e-001	2.407097e+000
3.143909507541646e-003	-1.968217e-001	2.457242e+000
3.153675132541646e-003	-1.932230e-001	2.507426e+000
3.163440757541646e-003	-1.882219e-001	2.557650e+000
3.173206382541646e-003	-1.818941e-001	2.607904e+000
3.182972007541646e-003	-1.743343e-001	2.658177e+000
3.192737632541646e-003	-1.656566e-001	2.708441e+000
3.202503257541646e-003	-1.559913e-001	2.758651e+000
3.212268882541646e-003	-1.454840e-001	2.808729e+000
3.222034507541646e-003	-1.342924e-001	2.858509e+000
3.231800132541646e-003	-1.225849e-001	2.907678e+000
3.241565757541645e-003	-1.105376e-001	2.955720e+000
3.251331382541646e-003	-9.833193e-002	3.001786e+000
3.261097007541645e-003	-8.615148e-002	3.044412e+000
3.270862632541646e-003	-7.417905e-002	3.081180e+000
3.280628257541645e-003	-6.259501e-002	3.108351e+000
3.290393882541646e-003	-5.157363e-002	3.120574e+000
3.300159507541645e-003	-4.128063e-002	3.110988e+000
3.309925132541646e-003	-3.187072e-002	3.072089e+000
3.319690757541645e-003	-2.348554e-002	2.997568e+000
3.329456382541646e-003	-1.625118e-002	2.884733e+000
3.339222007541646e-003	-1.027645e-002	2.736494e+000
3.348987632541646e-003	-5.651243e-003	2.561703e+000
3.358753257541646e-003	-2.445102e-003	2.373462e+000
3.368518882541646e-003	-7.062554e-004	2.186186e+000
3.378284507541646e-003	-4.530898e-004	2.012516e+000
3.387847638596171e-003	-1.663797e-003	1.864775e+000
3.397613263596172e-003	-4.371278e-003	1.741875e+000
3.407378888596171e-003	-8.509338e-003	1.648677e+000
3.417144513596172e-003	-1.402348e-002	1.584432e+000
3.426910138596172e-003	-2.083078e-002	1.546490e+000
3.436675763596172e-003	-2.882883e-002	1.531204e+000
3.446441388596172e-003	-3.789735e-002	1.534497e+000
3.456207013596172e-003	-4.789990e-002	1.552302e+000
3.465972638596172e-003	-5.868608e-002	1.580901e+000
3.475738263596172e-003	-7.009363e-002	1.617156e+000
3.485503888596172e-003	-8.195102e-002	1.658597e+000
3.495269513596172e-003	-9.407973e-002	1.703406e+000
3.505035138596172e-003	-1.062976e-001	1.750323e+000
3.514800763596171e-003	-1.184206e-001	1.798517e+000
3.524566388596172e-003	-1.302667e-001	1.847473e+000
3.534332013596171e-003	-1.416574e-001	1.896890e+000
3.544097638596172e-003	-1.524217e-001	1.946568e+000
3.553863263596171e-003	-1.623971e-001	1.996373e+000
3.563628888596172e-003	-1.714344e-001	2.046240e+000
3.573394513596171e-003	-1.793971e-001	2.096145e+000
3.583160138596172e-003	-1.861653e-001	2.146080e+000
3.592925763596171e-003	-1.916378e-001	2.196041e+000
3.602691388596172e-003	-1.957319e-001	2.246030e+000
3.612457013596171e-003	-1.983862e-001	2.296049e+000
3.622222638596172e-003	-1.995804e-001	2.346104e+000
3.631467351975174e-003	-1.993122e-001	2.393524e+000
3.641232976975174e-003	-1.975553e-001	2.443656e+000
3.650998601975174e-003	-1.943514e-001	2.493829e+000
3.660764226975174e-003	-1.897283e-001	2.544042e+000
3.670529851975174e-003	-1.837554e-001	2.594289e+000
3.680295476975174e-003	-1.765227e-001	2.644559e+000
3.690061101975174e-003	-1.681390e-001	2.694829e+000
3.699826726975174e-003	-1.587307e-001	2.745060e+000
3.709592351975174e-003	-1.484389e-001	2.795184e+000
3.719357976975174e-003	-1.374183e-001	2.845062e+000
3.729123601975174e-003	-1.258349e-001	2.894425e+000
3.738889226975174e-003	-1.138631e-001	2.942832e+000
3.748654851975174e-003	-1.016827e-001	2.989552e+000
3.758420476975174e-003	-8.947682e-002	3.033314e+000
3.768186101975174e-003	-7.742941e-002	3.071996e+000
3.777951726975174e-003	-6.572133e-002	3.102258e+000
3.787717351975174e-003	-5.452877e-002	3.119203e+000
3.797482976975174e-003	-4.402018e-002	3.116336e+000
3.807248601975174e-003	-3.435349e-002	3.086187e+000
3.817014226975174e-003	-2.567425e-002	3.021888e+000
3.826779851975174e-003	-1.811290e-002	2.919518e+000
3.836545476975174e-003	-1.178318e-002	2.780326e+000
3.846311101975174e-003	-6.780297e-003	2.611618e+000
3.856076726975174e-003	-3.179505e-003	2.425602e+000
3.865842351975174e-003	-9.626998e-004	2.235880e+000
3.873724351458645e-003	-2.709161e-004	2.089525e+000
3.882025830748860e-003	-7.077521e-004	1.950583e+000
3.891791455748860e-003	-2.585575e-003	1.811277e+000
3.901557080748860e-003	-5.872309e-003	1.700280e+000
3.911322705748860e-003	-1.057477e-002	1.619034e+000
3.921088330748859e-003	-1.662225e-002	1.565825e+000
3.930853955748860e-003	-2.392381e-002	1.537524e+000
3.940619580748860e-003	-3.236961e-002	1.530252e+000
3.950385205748860e-003	-4.183257e-002	1.539890e+000
3.960150830748859e-003	-5.217040e-002	1.562478e+000
3.969916455748859e-003	-6.322765e-002	1.594513e+000
3.979682080748860e-003	-7.483792e-002	1.633123e+000
3.989447705748860e-003	-8.682680e-002	1.676110e+000
3.999213330748860e-003	-9.901357e-002	1.721896e+000
4.008978955748859e-003	-1.112152e-001	1.769409e+000
4.018744580748860e-003	-1.232482e-001	1.817957e+000
4.028510205748860e-003	-1.349316e-001	1.867116e+000
4.038275830748860e-003	-1.460896e-001	1.916641e+000
4.048041455748859e-003	-1.565540e-001	1.966375e+000
4.057807080748860e-003	-1.661680e-001	2.016209e+000
4.067572705748860e-003	-1.747866e-001	2.066093e+000
4.077338330748860e-003	-1.822803e-001	2.116011e+000
4.087103955748859e-003	-1.885366e-001	2.165956e+000
4.096869580748860e-003	-1.934612e-001	2.215929e+000
4.106635205748860e-003	-1.969798e-001	2.265930e+000
4.116400830748860e-003	-1.990988e-001	2.315962e+000
4.124633710266015e-003	-1.997449e-001	2.358169e+000
4.132363856080805e-003	-1.992731e-001	2.397826e+000
4.142129481080805e-003	-1.973221e-001	2.447964e+000
4.151895106080805e-003	-1.939855e-001	2.498141e+000
4.161660731080805e-003	-1.892350e-001	2.548358e+000
4.171426356080805e-003	-1.831424e-001	2.598608e+000
4.181191981080805e-003	-1.757994e-001	2.648879e+000
4.190957606080805e-003	-1.673162e-001	2.699147e+000
4.200723231080805e-003	-1.578205e-001	2.749372e+000
4.210488856080805e-003	-1.474552e-001	2.799482e+000
4.220254481080805e-003	-1.363759e-001	2.849329e+000
4.230020106080805e-003	-1.247495e-001	2.898631e+000
4.239785731080805e-003	-1.127509e-001	2.946923e+000
4.249551356080805e-003	-1.005604e-001	2.993435e+000
4.259316981080805e-003	-8.836150e-002	3.036836e+000
4.269082606080805e-003	-7.633770e-002	3.074908e+000
4.278848231080805e-003	-6.466961e-002	3.104179e+000
4.288613856080805e-003	-5.353302e-002	3.119603e+000
4.298379481080805e-003	-4.309529e-002	3.114555e+000
4.308145106080805e-003	-3.351349e-002	3.081541e+000
4.317910731080805e-003	-2.493167e-002	3.013859e+000
4.327676356080805e-003	-1.747888e-002	2.907982e+000
4.337441981080805e-003	-1.126730e-002	2.765707e+000
4.347207606080805e-003	-6.390318e-003	2.594867e+000
4.356973231080805e-003	-2.921272e-003	2.407996e+000
4.366738856080805e-003	-8.616680e-004	2.218923e+000
4.375184093111012e-003	-2.539593e-004	2.063514e+000
4.382799762120866e-003	-7.715710e-004	1.937920e+000
4.392565387120866e-003	-2.793111e-003	1.801308e+000
4.402331012120866e-003	-6.194122e-003	1.692694e+000
4.412096637120866e-003	-1.100603e-002	1.613762e+000
4.421862262120866e-003	-1.715648e-002	1.562659e+000
4.431627887120866e-003	-2.455294e-002	1.536176e+000
4.441393512120866e-003	-3.308415e-002	1.530397e+000
4.451159137120866e-003	-4.262191e-002	1.541203e+000
4.460924762120866e-003	-5.302256e-002	1.564660e+000
4.470690387120866e-003	-6.412989e-002	1.597313e+000
4.480456012120866e-003	-7.577658e-002	1.636342e+000
4.490221637120867e-003	-8.778775e-002	1.679601e+000
4.499987262120866e-003	-9.998238e-002	1.725558e+000
4.509752887120866e-003	-1.121774e-001	1.773174e+000
4.519518512120866e-003	-1.241891e-001	1.821782e+000
4.529284137120867e-003	-1.358371e-001	1.870976e+000
4.539049762120866e-003	-1.469460e-001	1.920520e+000
4.548815387120866e-003	-1.573491e-001	1.970263e+000
4.558581012120866e-003	-1.668890e-001	2.020102e+000
4.568346637120867e-003	-1.754231e-001	2.069989e+000
4.578112262120866e-003	-1.828227e-001	2.119910e+000
4.587877887120866e-003	-1.889765e-001	2.169857e+000
4.597643512120866e-003	-1.937921e-001	2.219831e+000
4.607409137120867e-003	-1.971970e-001	2.269835e+000
4.617174762120866e-003	-1.991799e-001	2.319870e+000
4.625893822496312e-003	-1.997135e-001	2.364574e+000
4.633955415925289e-003	-1.990564e-001	2.405936e+000
4.643721040925289e-003	-1.968770e-001	2.456080e+000
4.653486665925290e-003	-1.933060e-001	2.506264e+000
4.663252290925290e-003	-1.883316e-001	2.556487e+000
4.673017915925289e-003	-1.820281e-001	2.606741e+000
4.682783540925289e-003	-1.744914e-001	2.657014e+000
4.692549165925290e-003	-1.658342e-001	2.707279e+000
4.702314790925290e-003	-1.561866e-001	2.757491e+000
